"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","SM Frequency","Mhz","484.13",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","103,733",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","Memory Throughput","%","70.73",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","Duration","us","214.24",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","24.64",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","L2 Cache Throughput","%","70.73",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","SM Active Cycles","cycle","82,080.19",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","26.67",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","SpeedOfLight","","","","SOLBottleneck","OPT","Memory is more heavily utilized than Compute: Look at the Memory Workload Analysis section to identify the L2 bottleneck. Check memory replay (coalescing) metrics to make sure you're efficiently utilizing the bytes transferred. Also consider whether it is possible to do more work per memory access (kernel fusion) or whether there are values you can (re)compute.","",""
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 0% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","PM Sampling","Maximum Buffer Size","Mbyte","8.39",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","PM Sampling","Dropped Samples","sample","0",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","PM Sampling","Maximum Sampling Interval","us","1",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","PM Sampling","# Pass Groups","","2",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.73",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.70",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Compute Workload Analysis","Issue Slots Busy","%","18.24",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.73",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Compute Workload Analysis","SM Busy","%","27.76",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","ALU is the highest-utilized pipeline (27.8%) based on active cycles, taking into account the rates of its different instructions. It executes integer and logic operations. It is well-utilized, but should not be a bottleneck.","",""
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","Mem Busy","%","31.63",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","Max Bandwidth","%","70.73",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","L1/TEX Hit Rate","%","0.32",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","L2 Hit Rate","%","50.15",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","Memory Workload Analysis","Mem Pipes Busy","%","9.89",
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","MemoryWorkloadAnalysis_Chart","","","","MemoryL2Compression","WRN","The optional metric dram__bytes_read.sum.pct_of_peak_sustained_elapsed could not be found. Collecting it as an additional metric could enable the rule to provide more guidance.","",""
"0","3650068","bench_emb","127.0.0.1","original::emb_kernel_cu_fp32(int, int, int, const int *, const float *, float *)","1","7","(128, 1, 1)","(512, 1, 1)","0","8.7","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from DRAM might not be optimal. On average, only 31.8 of the 32 bytes transmitted per sector are utilized by each thread. This applies to the 99.6% of sectors missed in L2. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","local","0.6716"
